"","X","Doc.ID","Filer.Name","Member.Name","State","District","Year","Destination","Filing.Type","Departure.Date","Return.Date","Travel.Sponsor","return_month","departure_month","destination_country","destination_city"
"8341",8341,500014889,"Charles A. Flint II","Blackburn, Marsha","TN",7,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Association",11,11,"USA","Atlanta"
"8342",8342,500014890,"Katharine MacGregor","Bishop, Rob","UT",1,2015,"Okinawa, Japan","Original","2015-11-07","2015-11-16","Japan Center for International Exchange",11,11,"JPN","Okinawa"
"8343",8343,500014890,"Katharine MacGregor","Bishop, Rob","UT",1,2015,"Tokyo, Japan","Original","2015-11-07","2015-11-16","Japan Center for International Exchange",11,11,"JPN","Tokyo"
"8344",8344,500014891,"Michael F. Doyle","Doyle, Michael","PA",14,2015,"Havana, Cuba","Original","2015-11-11","2015-11-15","Hibernian Celtic Athletic Fund",11,11,"CUB","Havana"
"8345",8345,500014891,"Michael F. Doyle","Doyle, Michael","PA",14,2015,"Tampa, FL","Original","2015-11-11","2015-11-15","Hibernian Celtic Athletic Fund",11,11,"USA","Tampa"
"8346",8346,500014892,"Christopher Bowman","Doyle, Michael","PA",14,2015,"Havana, Cuba","Original","2015-11-11","2015-11-15","Hibernian Celtic Athletic Fund",11,11,"CUB","Havana"
"8347",8347,500014892,"Christopher Bowman","Doyle, Michael","PA",14,2015,"Tampa, FL","Original","2015-11-11","2015-11-15","Hibernian Celtic Athletic Fund",11,11,"USA","Tampa"
"8348",8348,500014893,"Diana DeGette","DeGette, Diana","CO",1,2015,"Jerusalem, Israel","Original","2015-11-06","2015-11-13","J Street Education Fund",11,11,"ISR","Jerusalem"
"8349",8349,500014893,"Diana DeGette","DeGette, Diana","CO",1,2015,"Tel Aviv, Israel","Original","2015-11-06","2015-11-13","J Street Education Fund",11,11,"ISR","Tel Aviv"
"8350",8350,500014894,"Carson Middleton","Pitts, Joseph R.","PA",16,2015,"Jagdalpur, India","Original","2015-11-04","2015-11-15","International Christian Concern",11,11,"IND","Jagdalpur"
"8351",8351,500014894,"Carson Middleton","Pitts, Joseph R.","PA",16,2015,"New Delhi, India","Original","2015-11-04","2015-11-15","International Christian Concern",11,11,"IND","New Delhi"
"8352",8352,500014895,"Austin Carson","McCaul, Michael","TX",10,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8353",8353,500014895,"Austin Carson","McCaul, Michael","TX",10,2015,"San Diego, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","San Diego"
"8354",8354,500014896,"Chris Esparza","Chaffetz, Jason","UT",3,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8355",8355,500014896,"Chris Esparza","Chaffetz, Jason","UT",3,2015,"San Diego, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","San Diego"
"8356",8356,500014897,"Cyrus Artz","Foxx, Virginia","NC",5,2015,"Okinawa, Japan","Original","2015-11-07","2015-11-14","Japan Center for International Exchange",11,11,"JPN","Okinawa"
"8357",8357,500014897,"Cyrus Artz","Foxx, Virginia","NC",5,2015,"Tokyo, Japan","Original","2015-11-07","2015-11-14","Japan Center for International Exchange",11,11,"JPN","Tokyo"
"8358",8358,500014898,"Meaghan Doherty","Moulton, Seth","MA",6,2015,"Atlanta, GA","Original","2015-11-11","2015-11-13","ACT The App Association",11,11,"USA","Atlanta"
"8361",8361,500014902,"Alan Feyerherm","Fortenberry, Jeff","NE",1,2015,"Blantyre, Malawi","Original","2015-11-07","2015-11-15","International Conservation Caucus Foundation",11,11,"MWI","Blantyre"
"8362",8362,500014902,"Alan Feyerherm","Fortenberry, Jeff","NE",1,2015,"Lilongwe, Malawi","Original","2015-11-07","2015-11-15","International Conservation Caucus Foundation",11,11,"MWI","Lilongwe"
"8364",8364,500014904,"Ryan Ehly","Cuellar, Henry","TX",28,2015,"Blantyre, Malawi","Original","2015-11-07","2015-11-14","International Conservation Caucus Foundation",11,11,"MWI","Blantyre"
"8365",8365,500014904,"Ryan Ehly","Cuellar, Henry","TX",28,2015,"Lilongwe, Malawi","Original","2015-11-07","2015-11-14","International Conservation Caucus Foundation",11,11,"MWI","Lilongwe"
"8366",8366,500014905,"Philip Murphy","Doyle, Michael","PA",14,2015,"Los Angeles, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","Los Angeles"
"8367",8367,500014905,"Philip Murphy","Doyle, Michael","PA",14,2015,"San Diego, CA","Original","2015-11-11","2015-11-13","Information Technology Innovation Foundation",11,11,"USA","San Diego"
"8370",8370,500014907,"Steven Feldgus","Grijalva, Raul","AZ",3,2015,"Okinawa, Japan","Original","2015-11-07","2015-11-16","Japan Center for International Exchange",11,11,"JPN","Okinawa"
"8371",8371,500014907,"Steven Feldgus","Grijalva, Raul","AZ",3,2015,"Tokyo, Japan","Original","2015-11-07","2015-11-16","Japan Center for International Exchange",11,11,"JPN","Tokyo"
"8372",8372,500014909,"Ryan Canfield","Rogers, Harold","KY",5,2015,"Blantyre, Malawi","Original","2015-11-07","2015-11-14","International Conservation Caucus Foundation",11,11,"MWI","Blantyre"
"8373",8373,500014909,"Ryan Canfield","Rogers, Harold","KY",5,2015,"Lilongwe, Malawi","Original","2015-11-07","2015-11-14","International Conservation Caucus Foundation",11,11,"MWI","Lilongwe"
"8374",8374,500014910,"Anthony Ching","Gabbard, Tulsi","HI",2,2015,"Okinawa, Japan","Original","2015-11-07","2015-11-14","Japan Center for International Exchange",11,11,"JPN","Okinawa"
"8375",8375,500014910,"Anthony Ching","Gabbard, Tulsi","HI",2,2015,"Tokyo, Japan","Original","2015-11-07","2015-11-14","Japan Center for International Exchange",11,11,"JPN","Tokyo"
"8376",8376,500014911,"Henry C. ""Hank"" Johnson","Johnson, Henry","GA",4,2015,"Santa Monica, CA","Original","2015-11-19","2015-11-22","Congressional Black Caucus Political Education and Leadership Institute",11,11,"USA","Santa Monica"
"8377",8377,500014912,"Omair Mirza","Carson, Andre","IN",7,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8378",8378,500014912,"Omair Mirza","Carson, Andre","IN",7,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8379",8379,500014912,"Omair Mirza","Carson, Andre","IN",7,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8380",8380,500014912,"Omair Mirza","Carson, Andre","IN",7,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8381",8381,500014913,"Nathaniel Bennett","Carson, Andre","IN",7,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8382",8382,500014913,"Nathaniel Bennett","Carson, Andre","IN",7,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8383",8383,500014913,"Nathaniel Bennett","Carson, Andre","IN",7,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8384",8384,500014913,"Nathaniel Bennett","Carson, Andre","IN",7,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8385",8385,500014914,"Carolyn Palmer Swope","Johnson, Eddie","TX",30,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8386",8386,500014914,"Carolyn Palmer Swope","Johnson, Eddie","TX",30,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8387",8387,500014914,"Carolyn Palmer Swope","Johnson, Eddie","TX",30,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8388",8388,500014914,"Carolyn Palmer Swope","Johnson, Eddie","TX",30,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8389",8389,500014915,"Laura Kennedy Hughes","McDermott, Jim","WA",7,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8390",8390,500014915,"Laura Kennedy Hughes","McDermott, Jim","WA",7,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8391",8391,500014915,"Laura Kennedy Hughes","McDermott, Jim","WA",7,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8392",8392,500014915,"Laura Kennedy Hughes","McDermott, Jim","WA",7,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8393",8393,500014916,"Saul Z. Hernandez","Butterfield, G.","NC",1,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8394",8394,500014916,"Saul Z. Hernandez","Butterfield, G.","NC",1,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8395",8395,500014916,"Saul Z. Hernandez","Butterfield, G.","NC",1,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8396",8396,500014916,"Saul Z. Hernandez","Butterfield, G.","NC",1,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8397",8397,500014917,"Cory Horton","Thompson, Bennie","MS",2,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8398",8398,500014917,"Cory Horton","Thompson, Bennie","MS",2,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8399",8399,500014917,"Cory Horton","Thompson, Bennie","MS",2,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8400",8400,500014917,"Cory Horton","Thompson, Bennie","MS",2,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and The Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8401",8401,500014918,"Brandon Webb","Kelly, Robin","IL",2,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8402",8402,500014918,"Brandon Webb","Kelly, Robin","IL",2,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8403",8403,500014918,"Brandon Webb","Kelly, Robin","IL",2,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8404",8404,500014918,"Brandon Webb","Kelly, Robin","IL",2,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8405",8405,500014919,"Sharef Al Najjar","Jackson Lee, Sheila","TX",18,2015,"Amman, Jordan","Original","2015-11-19","2015-11-27","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8406",8406,500014919,"Sharef Al Najjar","Jackson Lee, Sheila","TX",18,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-27","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8407",8407,500014919,"Sharef Al Najjar","Jackson Lee, Sheila","TX",18,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-27","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8408",8408,500014919,"Sharef Al Najjar","Jackson Lee, Sheila","TX",18,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-27","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8409",8409,500014920,"Adam Abramson","Clarke, Yvette","NY",9,2015,"New York, NY","Original","2015-12-03","2015-12-04","Humpty Dumpty Institute",12,12,"USA","New York"
"8410",8410,500014922,"Reginald A. McCrimmon","Butterfield, G.","NC",1,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8411",8411,500014922,"Reginald A. McCrimmon","Butterfield, G.","NC",1,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8412",8412,500014922,"Reginald A. McCrimmon","Butterfield, G.","NC",1,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8413",8413,500014922,"Reginald A. McCrimmon","Butterfield, G.","NC",1,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8414",8414,500014923,"Arthur Sidney","Johnson, Henry","GA",4,2015,"Amman, Jordan","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"JOR","Amman"
"8415",8415,500014923,"Arthur Sidney","Johnson, Henry","GA",4,2015,"Bethlehem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Bethlehem"
"8416",8416,500014923,"Arthur Sidney","Johnson, Henry","GA",4,2015,"Jerusalem, Palestinian Territo","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Jerusalem"
"8417",8417,500014923,"Arthur Sidney","Johnson, Henry","GA",4,2015,"Ramallah, Palestinian Territor","Original","2015-11-19","2015-11-24","American Global Institute and the Palestinian Initiative for the Promotion of Global Dialogue and De",11,11,"PSE","Ramallah"
"8418",8418,500014924,"Suzanne Bonamici","Bonamici, Suzanne","OR",1,2015,"New York, NY","Original","2015-12-03","2015-12-05","The Humpty Dumpty Institute",12,12,"USA","New York"
"8419",8419,500014925,"Glenn Wavrunek","Pocan, Mark","WI",2,2015,"New York, NY","Original","2015-12-03","2015-12-04","The Humpty Dumpty Institute",12,12,"USA","New York"
"8420",8420,500014926,"Mark Pocan","Pocan, Mark","WI",2,2015,"New York, NY","Original","2015-12-03","2015-12-05","The Humpty Dumpty Institute",12,12,"USA","New York"
"8421",8421,500014927,"Shannon Kellman","Schakowsky, Janice","IL",9,2015,"New York, NY","Original","2015-12-03","2015-12-04","The Humpty Dumpty Institute",12,12,"USA","New York"
"8422",8422,500014928,"Janice D. Schakowsky","Schakowsky, Janice","IL",9,2015,"New York, NY","Original","2015-12-03","2015-12-04","The Humpty Dumpty Institute",12,12,"USA","New York"
"8423",8423,500014929,"Raul M. Grijalva","Grijalva, Raul","AZ",3,2015,"New York, NY","Original","2015-12-03","2015-12-04","The Humpty Dumpty Institute",12,12,"USA","New York"
"8424",8424,500014930,"Catherine Barnao","Engel, Eliot","NY",16,2015,"Cape Town, South Africa","Original","2015-11-27","2015-12-05","RESULTS Educational Fund and The International Union Against Tuberculosis and Lung Disease (Union)",12,11,"ZAF","Cape Town"
"8425",8425,500014931,"Bennie G. Thompson","Thompson, Bennie","MS",2,2015,"New York, NY","Original","2015-12-03","2015-12-04","The Humpty Dumpty Institute",12,12,"USA","New York"
